Core Subjects Percentage,Logical quotient rating,hackathons,coding skills rating,public speaking points,reading and writing skills,status
70.75,2,6,7,9,2,not placed
77.5,9,6,7,4,2,placed
71,8,1,2,6,2,not placed
73,8,6,6,9,1,not placed
74.25,5,5,9,2,2,not placed
68.25,4,0,5,3,0,not placed
73.75,8,6,7,4,2,not placed
73.75,4,0,2,8,1,not placed
70.5,3,4,1,7,2,not placed
73,2,5,8,3,0,not placed
82.25,6,6,6,2,1,placed
72.75,1,2,2,7,0,not placed
68,2,5,4,6,2,not placed
74.75,4,2,3,6,1,not placed
73.5,4,4,9,4,0,not placed
74,3,3,2,1,2,not placed
63.75,4,4,2,8,1,not placed
69.5,8,2,3,8,2,not placed
69.75,5,4,7,6,2,not placed
72.75,8,5,3,9,1,not placed
66,8,3,3,5,0,not placed
73.25,2,5,9,6,2,not placed
72,9,0,6,1,0,not placed
70.5,8,2,6,9,0,not placed
73.25,8,2,4,8,2,not placed
69.25,6,6,1,2,2,not placed
74.75,8,0,9,8,2,not placed
74.75,4,6,8,2,1,not placed
66.75,2,0,1,8,0,not placed
71.75,2,6,9,7,2,not placed
74.5,6,3,4,4,1,not placed
69.25,5,6,8,1,1,not placed
72,7,3,4,7,0,not placed
71.75,1,2,9,1,0,not placed
73.25,3,1,4,4,2,not placed
69.75,7,2,4,1,1,not placed
70.5,4,3,5,8,2,not placed
72.25,5,3,7,7,2,not placed
81,9,6,8,3,2,placed
71.25,3,0,2,8,1,not placed
69.25,9,0,6,2,0,not placed
78.25,6,5,6,1,0,placed
62.75,7,5,9,5,0,not placed
70.25,9,4,2,7,2,not placed
72.25,6,1,2,7,1,not placed
74.5,3,6,2,7,0,not placed
67.25,3,2,7,7,2,not placed
73.75,4,1,6,8,0,not placed
80.5,8,6,7,6,2,placed
73.75,1,2,6,2,1,not placed
73,7,2,2,9,1,not placed
72.25,3,2,5,1,2,not placed
74.25,5,6,9,4,2,not placed
72.75,4,5,9,5,1,not placed
70,7,4,1,9,1,not placed
67.25,9,5,5,4,2,not placed
79.75,6,6,6,2,2,placed
72.5,5,0,5,3,1,not placed
74,5,0,1,7,2,not placed
68.75,7,3,9,7,2,not placed
74.75,3,3,6,9,1,not placed
74.25,1,0,8,9,0,not placed
73.25,5,0,6,2,0,not placed
74.25,2,3,4,1,2,not placed
79,6,4,8,7,1,placed
73.75,4,4,9,8,2,not placed
71.25,8,2,9,8,1,not placed
76,7,6,7,1,0,placed
71,6,6,2,9,1,not placed
70,3,1,8,3,1,not placed
69.5,4,4,8,8,2,not placed
79.25,9,6,7,6,1,placed
73.5,5,3,7,1,1,not placed
72.5,7,1,2,4,2,not placed
70.75,9,4,9,2,1,not placed
71,4,1,3,4,0,not placed
73.25,3,1,4,7,2,not placed
74.75,3,3,7,1,1,not placed
73.5,9,4,3,3,2,not placed
73.75,7,1,3,4,1,not placed
73.25,7,4,2,4,0,not placed
73.25,6,1,9,2,1,not placed
73.5,7,2,5,1,2,not placed
73.25,3,5,5,1,1,not placed
74.75,3,5,7,4,1,not placed
73.75,4,4,9,1,2,not placed
70,6,0,2,8,2,not placed
82.25,7,6,8,2,0,placed
74.25,4,1,5,8,2,not placed
73,6,3,7,2,1,not placed
72,6,2,4,7,0,not placed
73.75,7,6,7,8,1,not placed
74.5,1,4,3,6,2,not placed
73.75,7,6,2,2,2,not placed
74.5,8,2,1,7,1,not placed
70.75,6,6,1,6,0,not placed
72.75,4,3,2,8,1,not placed
73,4,4,4,6,0,not placed
74.25,9,4,5,4,0,not placed
74.75,4,5,6,1,0,not placed
72.5,3,3,6,1,1,not placed
69.5,5,5,7,8,1,not placed
74,5,4,2,6,1,not placed
74.25,2,2,3,6,1,not placed
73.25,1,1,6,4,2,not placed
71.75,1,5,7,5,1,not placed
83.25,9,5,8,2,0,placed
72.5,9,0,6,9,0,not placed
73.75,6,4,3,1,0,not placed
76,7,5,8,6,0,placed
72.25,1,1,5,2,0,not placed
78,7,5,6,2,0,placed
73,4,1,6,2,1,not placed
74.75,3,4,3,5,1,not placed
72,3,5,5,8,0,not placed
71,9,5,1,7,0,not placed
80,9,5,9,2,1,placed
70.75,7,6,2,9,0,not placed
72.25,7,3,2,9,1,not placed
74.75,4,6,1,8,1,not placed
71.75,1,5,4,6,2,not placed
70.25,3,4,7,8,1,not placed
72.5,1,6,8,7,0,not placed
73,9,0,6,5,1,not placed
67.5,4,6,3,7,0,not placed
74.25,6,1,3,3,1,not placed
69.75,1,4,6,5,1,not placed
71.25,9,5,5,7,2,not placed
74.25,7,0,8,7,1,not placed
72.5,1,1,4,8,0,not placed
70.25,3,4,7,3,2,not placed
70.25,6,6,5,6,0,not placed
71.75,8,1,4,8,0,not placed
79.25,6,6,8,5,0,placed
74.25,4,2,8,1,1,not placed
78.25,6,6,9,6,0,placed
85.75,7,6,7,8,0,placed
70.5,5,2,5,3,0,not placed
74.5,8,3,1,9,0,not placed
69,4,1,6,9,1,not placed
72.5,6,0,2,4,2,not placed
72.25,7,6,6,6,0,not placed
76.5,7,5,8,6,1,placed
67.5,8,5,7,9,0,not placed
71,6,6,4,2,1,not placed
74.75,2,1,8,6,1,not placed
69.25,7,3,2,7,2,not placed
70,9,5,2,8,0,not placed
73.25,7,0,8,1,1,not placed
67.75,6,4,6,8,2,not placed
73.25,3,0,5,1,0,not placed
70,1,4,7,5,2,not placed
72.5,7,2,7,5,0,not placed
72,6,4,1,3,1,not placed
73,5,1,7,5,0,not placed
77.75,9,6,7,4,1,placed
72.5,8,0,8,9,2,not placed
73.25,9,3,1,7,0,not placed
72.5,1,3,4,9,2,not placed
74,5,0,9,8,0,not placed
72.25,7,4,6,3,2,not placed
72.75,1,5,8,9,2,not placed
81.25,9,4,9,4,2,placed
68.75,3,0,2,9,0,not placed
64.75,4,1,6,8,1,not placed
73.5,5,6,8,8,2,not placed
71.25,5,3,3,6,2,not placed
67,2,5,4,7,0,not placed
68,1,4,3,6,0,not placed
79.5,8,4,7,9,2,placed
76.75,6,5,8,6,1,placed
73.25,6,0,4,5,0,not placed
73.75,2,1,3,9,0,not placed
80,6,5,9,7,0,placed
71.5,4,1,7,2,1,not placed
72.75,6,2,2,9,2,not placed
68,3,0,2,3,0,not placed
70.5,5,6,8,2,0,not placed
77.75,7,4,6,8,0,placed
68,1,2,1,5,1,not placed
85,9,4,7,9,1,placed
74.5,2,4,7,5,2,not placed
74.5,5,1,1,1,2,not placed
74.5,7,3,7,8,0,not placed
65.25,4,6,5,7,1,not placed
70.75,5,0,3,4,2,not placed
74.5,2,4,5,5,2,not placed
72.75,9,0,5,6,1,not placed
78.25,7,6,9,3,1,placed
71.75,4,1,5,2,0,not placed
70.5,5,5,7,4,0,not placed
70.75,3,1,8,8,2,not placed
78,6,6,9,8,1,placed
77.75,8,6,6,2,1,placed
71,9,0,1,6,1,not placed
74.75,4,4,6,3,0,not placed
74.25,9,3,3,6,1,not placed
82,8,6,9,1,1,placed
74.75,4,1,8,1,1,not placed
71.75,1,3,9,3,0,not placed
74.75,3,0,6,1,0,not placed
74.25,8,5,8,1,1,not placed
69.5,8,6,8,1,2,not placed
84.75,8,6,6,3,2,placed
71.25,3,5,1,8,0,not placed
74,5,5,9,1,0,not placed
74,9,4,8,1,2,not placed
69,7,0,4,6,0,not placed
74.75,5,0,2,9,0,not placed
70.5,9,6,9,9,0,not placed
76.75,9,6,9,5,1,placed
71.75,7,1,5,1,2,not placed
73.25,8,3,6,1,2,not placed
67,9,0,9,4,0,not placed
70.5,1,3,7,2,2,not placed
69.25,8,6,7,5,0,not placed
73.5,2,4,7,5,0,not placed
69.5,7,5,7,9,2,not placed
71.25,1,3,1,9,1,not placed
78.25,9,5,8,9,0,placed
69.75,1,4,9,5,1,not placed
75.5,6,5,9,4,1,placed
73,8,4,9,6,0,not placed
73.75,2,0,5,8,0,not placed
73.75,9,6,3,4,1,not placed
65,1,0,7,5,1,not placed
70,9,4,7,7,1,not placed
72.5,3,1,4,3,2,not placed
71.25,1,5,5,5,2,not placed
73,4,6,9,4,2,not placed
73,4,6,7,4,0,not placed
73.75,2,1,1,5,1,not placed
73.5,5,3,4,3,0,not placed
76.75,7,6,8,1,0,placed
73.5,2,0,7,6,0,not placed
69,8,2,8,2,1,not placed
68.25,8,4,4,4,2,not placed
73.5,2,2,6,2,1,not placed
77,9,4,6,4,1,placed
70.5,8,5,1,8,0,not placed
69.5,1,5,7,3,2,not placed
65.5,6,1,2,5,0,not placed
67,9,1,9,6,1,not placed
74.75,3,4,2,8,0,not placed
72.25,1,5,5,2,0,not placed
73.25,6,2,5,8,1,not placed
71.75,6,4,3,6,2,not placed
81,6,4,6,4,2,placed
72,7,2,6,6,2,not placed
73.5,9,5,6,7,2,not placed
72.5,1,0,1,5,2,not placed
72.25,4,3,7,2,1,not placed
73.75,4,6,2,2,2,not placed
69.5,4,5,9,9,0,not placed
70,7,4,1,9,1,not placed
73,3,5,1,8,1,not placed
74.5,3,0,9,2,1,not placed
74.75,1,1,6,6,0,not placed
67,9,6,7,5,2,not placed
74.5,7,4,1,3,0,not placed
68,9,3,7,9,0,not placed
73,7,1,7,2,0,not placed
72.5,7,6,2,1,2,not placed
68,1,6,2,3,0,not placed
72,9,3,4,6,1,not placed
72.25,7,6,9,6,2,not placed
73.75,7,3,5,7,1,not placed
74.75,8,5,2,2,1,not placed
72,6,6,4,6,2,not placed
69,7,1,6,8,2,not placed
71.75,7,6,2,8,0,not placed
73.25,8,4,3,9,2,not placed
69.25,8,3,5,1,2,not placed
73.25,2,3,1,9,0,not placed
73.5,4,4,4,8,2,not placed
71.25,1,0,5,7,1,not placed
78.5,8,6,7,8,0,placed
71.5,9,0,3,9,1,not placed
69,5,0,1,2,2,not placed
76,7,4,7,5,0,placed
74.75,2,0,7,2,1,not placed
79.5,8,4,9,5,0,placed
78.5,6,5,7,3,1,placed
80.25,9,4,6,3,2,placed
68.5,5,1,3,3,2,not placed
68.75,6,4,7,4,2,not placed
74,9,3,3,5,2,not placed
71.25,2,0,4,3,1,not placed
74.75,4,3,7,2,1,not placed
67.75,1,1,6,9,0,not placed
76,9,6,9,5,2,placed
74.25,1,3,9,2,0,not placed
70.5,8,1,2,9,2,not placed
69.75,5,0,2,5,0,not placed
76.5,8,4,6,1,1,placed
74.75,7,1,9,2,0,not placed
74.75,6,3,4,6,0,not placed
73,9,1,8,7,1,not placed
68.25,4,1,1,7,2,not placed
72.75,8,4,6,6,1,not placed
74.5,3,5,5,2,0,not placed
71,6,3,7,2,0,not placed
71.25,7,3,9,8,1,not placed
70.75,6,3,9,4,0,not placed
66,5,0,5,7,1,not placed
77,7,4,8,3,1,placed
74.75,9,4,2,2,1,not placed
72.5,9,6,5,4,2,not placed
71,2,4,6,8,1,not placed
74.5,5,3,1,5,1,not placed
72.5,8,1,3,1,2,not placed
71,1,3,3,5,0,not placed
69.5,4,1,8,6,0,not placed
72.5,9,5,6,7,1,not placed
74.75,6,3,8,9,2,not placed
71,8,3,4,2,2,not placed
82.5,6,6,7,5,1,placed
74.25,7,3,2,9,1,not placed
73.5,6,0,9,9,0,not placed
74.25,2,1,3,3,2,not placed
71.75,6,4,7,2,2,not placed
69.75,8,6,7,2,1,not placed
80,8,4,8,6,2,placed
69,5,3,7,2,0,not placed
76.75,8,4,7,4,2,placed
63,7,2,1,5,1,not placed
69,9,3,8,1,0,not placed
72.75,9,2,5,6,1,not placed
78.75,8,5,9,8,0,placed
73.75,2,0,2,5,2,not placed
72,6,6,4,5,2,not placed
74.75,6,4,8,3,1,not placed
73.25,8,1,1,9,2,not placed
72.5,2,4,5,3,1,not placed
69.25,3,2,7,7,1,not placed
80.25,7,6,7,2,1,placed
74.75,9,4,4,5,0,not placed
73.75,8,5,4,9,0,not placed
73.75,5,6,4,2,0,not placed
65,3,3,9,8,2,not placed
64.25,7,1,6,7,2,not placed
73.75,1,3,3,8,2,not placed
71.75,4,6,1,5,2,not placed
72.25,1,6,1,1,1,not placed
68.75,1,3,5,2,0,not placed
69.25,3,4,3,9,0,not placed
82,6,4,6,6,1,placed
70.5,7,2,9,5,2,not placed
74.25,5,6,9,1,0,not placed
84.75,9,5,6,3,0,placed
73.25,6,6,6,3,0,not placed
70.5,2,0,1,7,0,not placed
71.5,5,0,9,4,2,not placed
70.75,3,2,1,9,1,not placed
65,4,4,9,9,0,not placed
80.75,6,6,7,8,0,placed
74,9,3,7,9,1,not placed
73.25,6,4,6,8,0,not placed
68.5,9,6,1,2,2,not placed
74.75,8,6,6,1,2,not placed
73.5,9,5,1,9,2,not placed
73.25,8,0,6,6,2,not placed
71,1,4,8,3,1,not placed
71.75,6,4,9,1,0,not placed
72.5,9,0,8,2,2,not placed
69.75,9,1,5,9,1,not placed
73.5,8,2,9,8,1,not placed
70,1,5,6,2,1,not placed
74.75,4,4,4,3,1,not placed
72,5,3,3,3,1,not placed
74.5,4,2,7,3,2,not placed
82.5,8,5,6,5,0,placed
69,5,2,8,5,2,not placed
71.5,4,0,7,3,0,not placed
71.25,9,6,1,3,0,not placed
70.25,8,3,1,5,2,not placed
71.75,3,4,9,9,2,not placed
73.75,1,4,7,6,2,not placed
74.5,2,5,2,9,2,not placed
72.25,1,5,1,6,1,not placed
71.75,6,4,8,4,2,not placed
74.75,2,3,1,4,1,not placed
72.75,4,1,6,8,0,not placed
74.25,6,4,8,3,0,not placed
72.25,8,0,1,4,1,not placed
72.25,1,0,3,6,1,not placed
67,1,2,9,2,2,not placed
69.5,1,1,2,8,1,not placed
70.25,5,3,5,6,2,not placed
70,5,3,7,9,0,not placed
62.25,6,1,3,9,2,not placed
73.5,9,5,9,9,2,not placed
72,9,0,7,4,2,not placed
72.25,1,2,8,1,2,not placed
73.5,9,1,6,4,2,not placed
69.5,2,6,6,5,1,not placed
68.25,3,5,8,1,1,not placed
74.25,9,3,2,9,0,not placed
74,9,0,3,2,2,not placed
74.75,9,1,6,5,2,not placed
71,4,4,1,4,1,not placed
65.25,2,4,5,3,1,not placed
69.5,4,5,1,3,1,not placed
76.25,9,6,7,6,1,placed
74.5,4,3,9,4,0,not placed
70,3,6,1,7,0,not placed
73.75,6,6,5,2,0,not placed
72.5,3,2,7,8,0,not placed
82.5,8,6,8,1,0,placed
83.5,8,5,6,7,1,placed
72.25,9,5,4,1,1,not placed
71.75,8,0,8,1,2,not placed
74.5,4,1,6,6,0,not placed
81.25,7,5,7,3,2,placed
71,5,4,1,8,0,not placed
73.75,8,3,2,9,0,not placed
74,5,4,5,8,1,not placed
71.5,1,4,6,2,1,not placed
73.75,5,3,4,1,2,not placed
72.5,7,5,3,5,1,not placed
71.25,2,6,5,8,1,not placed
74.75,8,4,3,8,2,not placed
73,6,3,4,3,1,not placed
74.75,1,6,7,4,1,not placed
73.25,8,0,3,4,2,not placed
67.5,1,5,6,8,0,not placed
71.75,4,1,8,1,1,not placed
64.75,2,1,6,6,1,not placed
67.75,2,5,2,2,2,not placed
68.5,7,3,9,3,0,not placed
79.5,8,6,7,4,1,placed
66,1,0,1,5,0,not placed
70,7,3,2,9,1,not placed
72,1,6,2,4,0,not placed
72.75,9,0,1,1,0,not placed
71.5,1,2,7,8,0,not placed
69.25,1,6,5,2,0,not placed
73,1,6,1,9,0,not placed
73,9,2,6,9,0,not placed
72.5,4,1,4,1,0,not placed
80.25,6,4,9,6,2,placed
72.75,6,4,7,6,0,not placed
70.75,1,3,5,6,2,not placed
65.75,2,6,4,6,1,not placed
66,7,3,8,9,1,not placed
72.5,6,3,9,2,1,not placed
71.5,6,5,8,9,2,not placed
77.5,9,4,9,4,1,placed
74.25,9,6,8,3,0,not placed
73,2,5,3,3,0,not placed
74.75,7,6,3,2,0,not placed
69,6,4,1,1,0,not placed
89.25,7,5,6,7,0,placed
74,5,2,7,9,2,not placed
74.25,7,4,2,9,0,not placed
72.25,5,5,1,3,2,not placed
73.5,5,1,9,2,2,not placed
70.5,4,5,9,1,0,not placed
71,2,5,3,1,2,not placed
78.5,6,5,6,3,0,placed
71.5,1,4,7,6,2,not placed
68.25,9,5,3,5,2,not placed
69.25,1,3,8,3,1,not placed
72,5,4,6,1,1,not placed
74.5,5,2,8,5,1,not placed
74.75,1,0,5,7,2,not placed
76.75,9,6,7,7,2,placed
74,8,4,8,2,0,not placed
72.25,6,5,9,9,2,not placed
69.75,4,3,3,7,1,not placed
86,8,6,9,9,2,placed
71.75,8,5,4,7,2,not placed
74.25,9,6,1,2,1,not placed
80.25,9,6,6,6,2,placed
66.75,8,4,3,5,0,not placed
71,7,0,6,5,0,not placed
72.5,4,0,9,8,1,not placed
77.5,8,5,6,8,2,placed
73.25,6,2,2,4,2,not placed
72.25,2,6,9,3,1,not placed
72.75,1,4,3,2,1,not placed
74,6,3,6,1,1,not placed
67.75,8,1,7,7,2,not placed
66.5,6,1,9,2,1,not placed
70,8,6,9,5,0,not placed
71.75,4,0,9,1,0,not placed
82.25,8,6,9,7,0,placed
72.75,3,4,8,2,1,not placed
74.25,5,1,6,4,1,not placed
71.75,9,1,6,4,2,not placed
74.25,3,2,5,4,2,not placed
73.25,3,3,9,7,0,not placed
72.25,7,1,7,8,1,not placed
74,4,0,9,4,2,not placed
68.5,2,2,1,6,1,not placed
69,2,0,9,7,2,not placed
72.75,2,5,5,5,2,not placed
72.5,6,0,2,9,1,not placed
71.75,3,2,9,7,0,not placed
73.5,7,1,8,2,0,not placed
72.75,2,4,8,9,0,not placed
73,5,3,8,9,0,not placed
71.25,8,0,2,1,1,not placed
70,6,2,1,7,0,not placed
70,7,5,9,5,2,not placed
78.5,8,6,8,1,1,placed
71.5,8,3,2,7,0,not placed
71,8,3,1,9,0,not placed
78.5,7,5,8,8,0,placed
69.75,2,2,8,3,2,not placed
72.75,5,3,2,2,1,not placed
65,9,5,7,1,2,not placed
73,5,1,8,5,2,not placed
81,8,6,7,4,2,placed
65.5,4,4,7,3,1,not placed
78,7,5,6,4,1,placed
79.5,8,5,6,9,1,placed
72.5,6,1,8,4,2,not placed
74.5,9,0,2,1,0,not placed
72,4,2,1,5,2,not placed
65.75,3,5,6,3,1,not placed
68.5,1,5,1,7,0,not placed
74.25,3,0,3,5,0,not placed
65.25,9,3,9,5,2,not placed
73.75,2,2,1,1,0,not placed
74.5,7,2,6,9,0,not placed
67.5,8,0,3,5,1,not placed
70.5,1,3,2,2,1,not placed
70,5,4,1,9,2,not placed
73.25,4,1,8,9,1,not placed
70.25,7,5,7,5,1,not placed
68.75,2,4,8,1,1,not placed
68.25,5,5,5,1,1,not placed
73,3,1,1,8,1,not placed
73.5,2,6,5,1,0,not placed
83.5,8,5,9,4,1,placed
85,8,4,7,3,0,placed
73,9,0,5,3,1,not placed
72.5,7,6,8,5,0,not placed
73.5,6,4,9,2,2,not placed
72.5,4,0,6,7,0,not placed
73.75,3,5,5,2,1,not placed
75.25,6,4,8,9,2,placed
74.5,4,2,8,7,2,not placed
74.5,7,6,7,3,0,not placed
72,9,3,5,3,1,not placed
74.75,3,2,2,9,2,not placed
75.75,6,5,6,1,0,placed
73.25,6,1,8,6,0,not placed
68.5,3,0,3,2,2,not placed
67.25,8,0,4,8,0,not placed
72.75,7,0,6,7,0,not placed
73.5,4,5,2,8,1,not placed
72,8,5,5,7,2,not placed
74.75,9,5,6,2,2,not placed
63.75,9,6,8,6,1,not placed
73,2,0,7,6,1,not placed
68.75,4,6,7,3,0,not placed
70,8,0,6,4,0,not placed
74.5,7,6,6,2,1,not placed
73.75,2,1,6,9,0,not placed
72,5,3,2,7,2,not placed
71.75,7,1,7,1,2,not placed
75.5,6,6,6,7,0,placed
68.5,9,4,2,7,1,not placed
69.75,6,1,8,1,2,not placed
67.75,1,6,9,4,0,not placed
73.75,5,3,8,5,1,not placed
75.5,9,4,6,9,0,placed
81.75,8,6,8,2,2,placed
65.25,9,5,2,1,1,not placed
66,9,6,5,9,0,not placed
71.5,2,2,1,7,2,not placed
83.25,6,6,9,9,0,placed
74.25,7,2,8,3,1,not placed
81.5,7,6,6,8,1,placed
71.75,7,1,7,8,1,not placed
73.75,9,2,4,6,1,not placed
72.5,4,2,9,5,0,not placed
65.5,3,2,9,4,1,not placed
76.25,6,6,6,3,2,placed
73.25,9,0,4,2,0,not placed
80,6,4,6,3,1,placed
71.25,4,6,4,5,2,not placed
65.25,8,4,2,3,0,not placed
67.5,3,6,5,6,0,not placed
67.25,6,1,1,5,2,not placed
78.25,6,4,7,7,1,placed
74.5,4,6,8,1,0,not placed
68.75,6,4,2,5,1,not placed
72,3,2,6,1,2,not placed
71,4,1,1,3,0,not placed
66.75,8,5,2,4,1,not placed
71.5,5,3,7,7,2,not placed
71,5,2,4,6,0,not placed
73,4,1,7,7,2,not placed
71.25,6,5,8,6,1,not placed
71,6,0,7,2,1,not placed
67,9,3,5,4,1,not placed
70.5,8,2,9,3,0,not placed
73,9,0,1,3,1,not placed
74.25,8,0,7,3,1,not placed
80,9,4,8,4,1,placed
74,4,2,8,2,1,not placed
72.5,4,4,2,4,2,not placed
67.5,6,3,3,3,2,not placed
73,8,3,2,6,2,not placed
70.75,6,2,1,5,0,not placed
72.5,2,3,6,3,2,not placed
63.75,3,6,7,9,1,not placed
73.75,7,3,8,6,2,not placed
86,9,4,7,6,0,placed
71.75,2,1,6,4,0,not placed
72.75,6,4,5,3,1,not placed
72.25,4,1,3,5,2,not placed
74.5,3,1,4,2,1,not placed
73.75,2,1,7,7,1,not placed
72.5,2,4,8,1,0,not placed
71.5,3,6,4,5,2,not placed
73.75,2,4,5,1,2,not placed
85.25,8,4,7,3,1,placed
72,6,2,4,4,1,not placed
72,8,2,3,2,2,not placed
74.25,9,2,4,1,1,not placed
67.75,3,3,1,5,1,not placed
73.5,7,6,8,2,1,not placed
77,9,6,6,5,2,placed
72.25,8,4,6,3,1,not placed
69.5,8,4,1,6,2,not placed
66,4,0,5,8,0,not placed
70.5,6,3,4,4,2,not placed
71.75,5,4,5,9,2,not placed
71.25,6,1,7,7,0,not placed
68.25,4,4,5,5,2,not placed
71.75,2,0,3,1,1,not placed
75.25,6,5,9,2,1,placed
71,2,0,7,4,0,not placed
67.5,2,4,5,1,1,not placed
68.25,2,3,7,6,1,not placed
73,7,6,4,5,1,not placed
73.5,3,1,5,4,1,not placed
77.25,7,6,8,8,0,placed
82.25,8,6,7,4,0,placed
72.5,5,2,4,2,0,not placed
68.75,9,6,8,7,1,not placed
68.75,7,1,8,9,1,not placed
70.75,4,0,2,1,0,not placed
70,3,5,9,5,2,not placed
73.5,4,5,8,9,1,not placed
70,6,5,2,8,2,not placed
79,7,6,8,3,2,placed
74,4,6,6,7,1,not placed
69,2,2,1,5,2,not placed
66.75,7,3,5,5,1,not placed
80,8,6,6,8,1,placed
72.25,3,0,2,5,0,not placed
73,6,5,1,7,1,not placed
72,1,6,1,3,1,not placed
69.75,9,0,2,4,0,not placed
74,6,0,9,5,0,not placed
73.75,9,5,4,9,1,not placed
71.75,4,4,9,8,2,not placed
78.25,8,4,8,9,1,placed
74.75,1,5,9,4,1,not placed
73.75,6,1,1,8,1,not placed
74.5,9,6,3,5,1,not placed
68.25,9,0,1,8,1,not placed
73.25,2,6,6,8,1,not placed
73,6,2,2,8,2,not placed
73.5,6,1,3,9,2,not placed
67.75,3,1,7,2,1,not placed
74.5,7,6,1,2,1,not placed
68.5,6,0,5,7,0,not placed
74.5,7,4,2,2,1,not placed
68.75,8,5,8,4,0,not placed
83.25,6,5,8,4,0,placed
65.5,4,4,9,4,1,not placed
87.5,9,4,9,9,0,placed
70.25,4,3,1,5,1,not placed
75.75,8,5,8,9,0,placed
74,9,6,3,5,1,not placed
78.5,6,5,7,3,2,placed
71,4,3,4,6,1,not placed
70.75,9,6,8,4,1,not placed
68,3,0,8,2,0,not placed
64,7,4,4,3,2,not placed
74,6,5,3,5,1,not placed
80.25,9,5,8,8,2,placed
73,9,2,1,1,1,not placed
73,1,5,2,7,2,not placed
73.25,3,6,8,7,0,not placed
72.75,8,2,6,4,1,not placed
73,2,6,8,6,1,not placed
69.25,9,0,9,7,0,not placed
73.5,2,3,9,7,0,not placed
74.75,7,3,2,7,1,not placed
74.75,6,4,6,5,0,not placed
66.5,5,0,9,2,0,not placed
72,5,0,9,4,1,not placed
70.25,1,4,4,7,1,not placed
78.75,9,5,6,9,1,placed
73,2,6,9,6,0,not placed
79.75,7,4,8,2,0,placed
66.75,2,5,6,9,0,not placed
75,7,5,8,8,2,placed
74.25,6,3,8,7,0,not placed
65.25,6,5,6,4,2,not placed
72,2,4,3,1,2,not placed
74.5,8,3,6,6,2,not placed
79.5,6,4,8,8,2,placed
73.5,6,4,8,3,2,not placed
64.75,2,1,2,9,0,not placed
73.75,7,1,2,1,0,not placed
72.25,1,0,6,4,0,not placed
72.75,2,1,1,2,1,not placed
74.5,1,5,6,2,0,not placed
72.25,1,2,9,5,2,not placed
73.25,3,2,4,8,2,not placed
70.5,1,0,3,9,0,not placed
72,8,3,1,5,1,not placed
72.25,4,5,5,9,1,not placed
69.5,8,5,5,6,2,not placed
71.5,8,0,1,8,2,not placed
80.25,7,6,6,8,1,placed
65.5,3,0,6,7,0,not placed
72.5,2,5,2,6,0,not placed
79.75,6,5,8,6,1,placed
72.5,1,5,9,9,0,not placed
74.5,8,1,9,5,0,not placed
73.75,5,3,5,5,2,not placed
70.5,2,6,4,9,1,not placed
73,4,3,1,9,1,not placed
71.25,1,4,3,6,0,not placed
73.5,9,3,9,1,2,not placed
73.25,3,4,1,6,0,not placed
73,1,2,2,2,1,not placed
69,5,2,7,3,1,not placed
74.25,9,6,3,8,1,not placed
77.75,9,4,9,4,0,placed
71,2,1,9,8,0,not placed
62.5,2,3,9,5,2,not placed
71,3,0,9,7,1,not placed
74,7,2,1,7,2,not placed
74.75,8,5,4,5,0,not placed
71.5,3,3,2,8,2,not placed
66.5,7,3,7,5,2,not placed
66.75,8,1,9,6,1,not placed
70.5,6,6,7,8,2,not placed
72.75,2,1,1,2,1,not placed
72.25,7,2,2,3,1,not placed
72.75,9,3,1,4,0,not placed
72.25,3,5,9,5,0,not placed
87,8,4,6,8,1,placed
72.5,8,6,4,6,0,not placed
64.5,4,2,8,5,2,not placed
69.75,4,0,9,5,0,not placed
72,3,1,4,2,0,not placed
78,8,5,6,8,0,placed
72,5,4,5,3,1,not placed
72,8,3,3,4,0,not placed
74,3,3,6,3,0,not placed
81,8,5,7,2,1,placed
74.5,5,5,4,2,0,not placed
73.75,5,2,6,7,0,not placed
65.75,1,2,7,8,2,not placed
75.25,7,6,8,1,1,placed
78.75,8,5,6,9,0,placed
68.25,4,4,5,1,0,not placed
71.25,7,0,8,5,2,not placed
70.75,9,0,1,1,2,not placed
89.5,6,5,7,6,0,placed
67.5,6,5,4,9,2,not placed
73.5,8,2,7,4,0,not placed
67,8,3,3,7,0,not placed
66.75,9,1,6,7,0,not placed
63.25,3,1,7,2,1,not placed
69.75,1,5,5,9,1,not placed
69.75,7,3,4,7,1,not placed
72.25,2,2,8,6,1,not placed
78.75,9,4,8,2,1,placed
72,1,2,2,5,1,not placed
68.25,7,4,5,5,1,not placed
72.5,4,1,8,8,1,not placed
77.25,6,4,7,4,0,placed
73.5,9,5,1,9,1,not placed
70,6,6,6,4,2,not placed
77.75,9,4,7,5,0,placed
69.25,6,5,6,1,1,not placed
71,2,4,8,4,2,not placed
80.5,6,5,8,3,2,placed
73.25,1,0,1,7,1,not placed
71.75,1,4,5,1,0,not placed
74.5,9,1,7,4,2,not placed
74,7,5,9,4,2,not placed
71.25,1,5,6,8,2,not placed
69.5,1,2,1,5,2,not placed
65.5,9,4,9,8,0,not placed
71,3,4,5,1,0,not placed
68.75,2,2,2,2,0,not placed
72.75,1,4,1,8,2,not placed
72.75,1,6,2,7,2,not placed
71.75,9,6,2,8,2,not placed
69.75,3,6,5,1,0,not placed
